location	n	sample
90690065	9	ERR753375_chr5
90692595	8	ERR753375_chr5
90692687	8	ERR753375_chr5
90693962	9	ERR753375_chr5
90694507	8	ERR753375_chr5
90697228	8	ERR753375_chr5
90706171	8	ERR753375_chr5
90719975	8	ERR753375_chr5
90725051	6	ERR753375_chr5
90725106	6	ERR753375_chr5
90725682	6	ERR753375_chr5
90728918	6	ERR753375_chr5
90745073	6	ERR753375_chr5
90756472	7	ERR753375_chr5
90756555	7	ERR753375_chr5
90811291	7	ERR753375_chr5
90823507	6	ERR753375_chr5
90855772	7	ERR753375_chr5
91373583	7	ERR753375_chr5
94714742	8	ERR753375_chr5
94714782	8	ERR753375_chr5
96743683	45	ERR753375_chr5
96743698	45	ERR753375_chr5
96757518	38	ERR753375_chr5
96781236	11	ERR753375_chr5
96783148	8	ERR753375_chr5
96790494	8	ERR753375_chr5
96790605	8	ERR753375_chr5
96792202	4	ERR753375_chr5
96986715	2	ERR753375_chr5
97167819	6	ERR753375_chr5
97177161	7	ERR753375_chr5
97177167	7	ERR753375_chr5
97177767	7	ERR753375_chr5
97183088	8	ERR753375_chr5
98026079	1	ERR753375_chr5
100586137	3	ERR753375_chr5
103028154	19	ERR753375_chr5
103555994	4	ERR753375_chr5
105099675	3	ERR753375_chr5
109356037	2	ERR753375_chr5
109378269	4	ERR753375_chr5
109378281	4	ERR753375_chr5
109378597	5	ERR753375_chr5
109383450	4	ERR753375_chr5
109845981	1	ERR753375_chr5
110948785	1	ERR753375_chr5
110948792	1	ERR753375_chr5
111343959	8	ERR753375_chr5
111376793	9	ERR753375_chr5
112184043	4	ERR753375_chr5
112194587	6	ERR753375_chr5
112209973	7	ERR753375_chr5
112841059	7	ERR753375_chr5
112892102	12	ERR753375_chr5
113104244	8	ERR753375_chr5
113591285	4	ERR753375_chr5
116052233	4	ERR753375_chr5
116716490	1	ERR753375_chr5
116716625	1	ERR753375_chr5
119144621	3	ERR753375_chr5
120686124	5	ERR753375_chr5
122802013	7	ERR753375_chr5
123346654	20	ERR753375_chr5
128110131	5	ERR753375_chr5
128287291	3	ERR753375_chr5
128312496	3	ERR753375_chr5
129527778	4	ERR753375_chr5
129704363	4	ERR753375_chr5
130184181	2	ERR753375_chr5
130185433	2	ERR753375_chr5
131430969	9	ERR753375_chr5
131672501	4	ERR753375_chr5
132210587	13	ERR753375_chr5
135446724	3	ERR753375_chr5
135446760	3	ERR753375_chr5
135842435	9	ERR753375_chr5
135940625	10	ERR753375_chr5
135941158	10	ERR753375_chr5
137908828	6	ERR753375_chr5
137921599	4	ERR753375_chr5
137923490	4	ERR753375_chr5
137946019	6	ERR753375_chr5
137960134	4	ERR753375_chr5
138140727	5	ERR753375_chr5
138150737	2	ERR753375_chr5
140365569	7	ERR753375_chr5
140560648	31	ERR753375_chr5
140561643	31	ERR753375_chr5
140657687	9	ERR753375_chr5
140674900	33	ERR753375_chr5
140848579	18	ERR753375_chr5
140849783	15	ERR753375_chr5
140857365	19	ERR753375_chr5
140876207	25	ERR753375_chr5
141101254	14	ERR753375_chr5
141235300	7	ERR753375_chr5
141331138	7	ERR753375_chr5
141371561	13	ERR753375_chr5
141419072	24	ERR753375_chr5
141478231	31	ERR753375_chr5
141576210	6	ERR753375_chr5
141636721	22	ERR753375_chr5
141669840	9	ERR753375_chr5
141680082	6	ERR753375_chr5
141924749	4	ERR753375_chr5
141957660	7	ERR753375_chr5
141984946	9	ERR753375_chr5
145866522	2	ERR753375_chr5
145997573	3	ERR753375_chr5
145997860	3	ERR753375_chr5
145997916	3	ERR753375_chr5
146143349	30	ERR753375_chr5
146164409	25	ERR753375_chr5
147591690	10	ERR753375_chr5
147639551	11	ERR753375_chr5
148070292	7	ERR753375_chr5
148095823	11	ERR753375_chr5
148100428	10	ERR753375_chr5
148100464	10	ERR753375_chr5
148100549	10	ERR753375_chr5
148101392	9	ERR753375_chr5
148101867	10	ERR753375_chr5
148107114	7	ERR753375_chr5
148108804	7	ERR753375_chr5
148118369	6	ERR753375_chr5
148118456	6	ERR753375_chr5
148125553	6	ERR753375_chr5
148125664	7	ERR753375_chr5
148131213	3	ERR753375_chr5
148131303	3	ERR753375_chr5
148213934	4	ERR753375_chr5
148550177	10	ERR753375_chr5
149028145	13	ERR753375_chr5
149618123	4	ERR753375_chr5
149981314	4	ERR753375_chr5
150051696	10	ERR753375_chr5
150056196	10	ERR753375_chr5
150133509	7	ERR753375_chr5
151563358	1	ERR753375_chr5
151849992	5	ERR753375_chr5
152392256	4	ERR753375_chr5
154494014	1	ERR753375_chr5
154889342	2	ERR753375_chr5
154899328	1	ERR753375_chr5
154921380	1	ERR753375_chr5
154932016	2	ERR753375_chr5
155015598	1	ERR753375_chr5
155491785	1	ERR753375_chr5
156458459	5	ERR753375_chr5
157052498	5	ERR753375_chr5
157472282	7	ERR753375_chr5
157472861	8	ERR753375_chr5
157490332	4	ERR753375_chr5
157572332	6	ERR753375_chr5
159270473	3	ERR753375_chr5
160408651	5	ERR753375_chr5
160424204	9	ERR753375_chr5
161230134	1	ERR753375_chr5
161692065	9	ERR753375_chr5
162152435	25	ERR753375_chr5
163513733	33	ERR753375_chr5
167755050	8	ERR753375_chr5
168516822	2	ERR753375_chr5
169604146	2	ERR753375_chr5
169700093	8	ERR753375_chr5
170141402	2	ERR753375_chr5
170141636	2	ERR753375_chr5
170258159	4	ERR753375_chr5
170903669	10	ERR753375_chr5
171183269	11	ERR753375_chr5
172769708	6	ERR753375_chr5
172969391	6	ERR753375_chr5
172975908	1	ERR753375_chr5
172976124	1	ERR753375_chr5
173889726	10	ERR753375_chr5
174562032	1	ERR753375_chr5
174926715	3	ERR753375_chr5
176345205	13	ERR753375_chr5
176598937	4	ERR753375_chr5
176951573	6	ERR753375_chr5
176975400	10	ERR753375_chr5
177294197	12	ERR753375_chr5
177631654	3	ERR753375_chr5
177971967	3	ERR753375_chr5
178147900	17	ERR753375_chr5
178185982	2	ERR753375_chr5
178186167	2	ERR753375_chr5
178713089	2	ERR753375_chr5
178883445	5	ERR753375_chr5
178910121	6	ERR753375_chr5
178922135	6	ERR753375_chr5
178964859	3	ERR753375_chr5
178985272	7	ERR753375_chr5
179774846	3	ERR753375_chr5
180240933	9	ERR753375_chr5
180739461	1	ERR753375_chr5
180849402	7	ERR753375_chr5
180982595	2	ERR753375_chr5
710599	2	ERR753376_chr5
710611	2	ERR753376_chr5
711356	2	ERR753376_chr5
711722	2	ERR753376_chr5
711760	2	ERR753376_chr5
711867	2	ERR753376_chr5
795949	3	ERR753376_chr5
1615084	16	ERR753376_chr5
5146282	4	ERR753376_chr5
5460506	1	ERR753376_chr5
5462035	1	ERR753376_chr5
6602431	10	ERR753376_chr5
6605158	10	ERR753376_chr5
6605419	8	ERR753376_chr5
6748546	6	ERR753376_chr5
7743674	2	ERR753376_chr5
7862813	11	ERR753376_chr5
9066352	2	ERR753376_chr5
10239166	7	ERR753376_chr5
10254705	22	ERR753376_chr5
10261430	14	ERR753376_chr5
13735783	2	ERR753376_chr5
13811666	3	ERR753376_chr5
13814573	6	ERR753376_chr5
13829499	3	ERR753376_chr5
13829690	3	ERR753376_chr5
13844765	2	ERR753376_chr5
13844936	2	ERR753376_chr5
13859634	4	ERR753376_chr5
13865871	4	ERR753376_chr5
13867710	4	ERR753376_chr5
13867742	4	ERR753376_chr5
13944403	2	ERR753376_chr5
14377959	6	ERR753376_chr5
14797515	4	ERR753376_chr5
14797551	4	ERR753376_chr5
16177698	4	ERR753376_chr5
16670509	5	ERR753376_chr5
16673866	5	ERR753376_chr5
16764225	3	ERR753376_chr5
16765984	3	ERR753376_chr5
16783329	4	ERR753376_chr5
16902403	7	ERR753376_chr5
16902592	7	ERR753376_chr5
19721381	8	ERR753376_chr5
26886152	2	ERR753376_chr5
26988221	4	ERR753376_chr5
26988317	4	ERR753376_chr5
31317387	3	ERR753376_chr5
31317422	3	ERR753376_chr5
31401340	6	ERR753376_chr5
31471980	9	ERR753376_chr5
31472010	9	ERR753376_chr5
31515266	5	ERR753376_chr5
31515550	5	ERR753376_chr5
31822761	4	ERR753376_chr5
31822925	4	ERR753376_chr5
31822970	4	ERR753376_chr5
32057545	6	ERR753376_chr5
32135493	4	ERR753376_chr5
32379104	4	ERR753376_chr5
32403241	2	ERR753376_chr5
32523237	2	ERR753376_chr5
32523642	3	ERR753376_chr5
33461250	8	ERR753376_chr5
33615799	4	ERR753376_chr5
33648801	3	ERR753376_chr5
33951588	4	ERR753376_chr5
33972426	6	ERR753376_chr5
33989413	10	ERR753376_chr5
34811026	18	ERR753376_chr5
34840736	11	ERR753376_chr5
34945707	14	ERR753376_chr5
35010033	5	ERR753376_chr5
35034314	4	ERR753376_chr5
35034368	4	ERR753376_chr5
35039332	5	ERR753376_chr5
35039381	5	ERR753376_chr5
35641480	8	ERR753376_chr5
35644519	9	ERR753376_chr5
35654609	8	ERR753376_chr5
35708993	9	ERR753376_chr5
35709082	9	ERR753376_chr5
35739858	4	ERR753376_chr5
35753613	4	ERR753376_chr5
35789062	9	ERR753376_chr5
35799892	6	ERR753376_chr5
35910427	5	ERR753376_chr5
36136247	2	ERR753376_chr5
36301318	4	ERR753376_chr5
37505885	5	ERR753376_chr5
37724888	10	ERR753376_chr5
38931817	3	ERR753376_chr5
38950674	4	ERR753376_chr5
38962441	6	ERR753376_chr5
39108207	8	ERR753376_chr5
39108220	8	ERR753376_chr5
39119621	6	ERR753376_chr5
39134193	5	ERR753376_chr5
39719451	1	ERR753376_chr5
40852946	2	ERR753376_chr5
40949895	7	ERR753376_chr5
40955459	7	ERR753376_chr5
40957925	7	ERR753376_chr5
40964750	9	ERR753376_chr5
41004294	7	ERR753376_chr5
41009180	7	ERR753376_chr5
41032896	4	ERR753376_chr5
41033010	4	ERR753376_chr5
41038898	4	ERR753376_chr5
41039328	4	ERR753376_chr5
41042182	4	ERR753376_chr5
41045666	5	ERR753376_chr5
41045733	5	ERR753376_chr5
41049287	5	ERR753376_chr5
41049295	5	ERR753376_chr5
41149133	4	ERR753376_chr5
41149182	4	ERR753376_chr5
41199857	7	ERR753376_chr5
41475664	2	ERR753376_chr5
42892701	5	ERR753376_chr5
43493490	6	ERR753376_chr5
43505891	5	ERR753376_chr5
43536753	8	ERR753376_chr5
50633317	1	ERR753376_chr5
50633516	1	ERR753376_chr5
50633622	1	ERR753376_chr5
50633652	1	ERR753376_chr5
50761895	18	ERR753376_chr5
53485767	5	ERR753376_chr5
53683267	5	ERR753376_chr5
54857975	2	ERR753376_chr5
55108129	3	ERR753376_chr5
55114292	4	ERR753376_chr5
55137565	5	ERR753376_chr5
55164133	13	ERR753376_chr5
55425814	5	ERR753376_chr5
55441963	5	ERR753376_chr5
55530580	6	ERR753376_chr5
55664781	15	ERR753376_chr5
55669146	18	ERR753376_chr5
55669685	17	ERR753376_chr5
55839455	1	ERR753376_chr5
55839855	1	ERR753376_chr5
55853579	10	ERR753376_chr5
55950173	25	ERR753376_chr5
56865960	2	ERR753376_chr5
56881616	2	ERR753376_chr5
56881916	2	ERR753376_chr5
56882390	2	ERR753376_chr5
56911296	12	ERR753376_chr5
57230956	6	ERR753376_chr5
58458178	16	ERR753376_chr5
58458981	18	ERR753376_chr5
58993507	13	ERR753376_chr5
59002054	14	ERR753376_chr5
59193558	15	ERR753376_chr5
60603586	4	ERR753376_chr5
61687014	45	ERR753376_chr5
61703941	41	ERR753376_chr5
62381084	16	ERR753376_chr5
62476708	4	ERR753376_chr5
62490109	3	ERR753376_chr5
64695685	5	ERR753376_chr5
65594652	3	ERR753376_chr5
65658332	10	ERR753376_chr5
65660601	11	ERR753376_chr5
65777397	6	ERR753376_chr5
66054546	23	ERR753376_chr5
67133501	4	ERR753376_chr5
67142346	6	ERR753376_chr5
67184176	2	ERR753376_chr5
68273918	12	ERR753376_chr5
68855112	8	ERR753376_chr5
69069044	1	ERR753376_chr5
69306919	6	ERR753376_chr5
69391863	15	ERR753376_chr5
69410611	19	ERR753376_chr5
71012424	8	ERR753376_chr5
71467232	2	ERR753376_chr5
71510630	3	ERR753376_chr5
71510822	3	ERR753376_chr5
71510884	3	ERR753376_chr5
71511131	3	ERR753376_chr5
71513342	3	ERR753376_chr5
71541468	5	ERR753376_chr5
71544406	4	ERR753376_chr5
71656679	35	ERR753376_chr5
71850930	1	ERR753376_chr5
71851055	1	ERR753376_chr5
71851062	1	ERR753376_chr5
72228336	25	ERR753376_chr5
72888271	8	ERR753376_chr5
73068846	3	ERR753376_chr5
73576941	5	ERR753376_chr5
73795301	6	ERR753376_chr5
73795403	6	ERR753376_chr5
73849020	7	ERR753376_chr5
73852656	8	ERR753376_chr5
73857929	6	ERR753376_chr5
73868006	7	ERR753376_chr5
74634926	8	ERR753376_chr5
74635421	9	ERR753376_chr5
74929934	3	ERR753376_chr5
74930206	3	ERR753376_chr5
74930317	3	ERR753376_chr5
75147307	4	ERR753376_chr5
76592963	4	ERR753376_chr5
76627460	14	ERR753376_chr5
76627469	14	ERR753376_chr5
76627482	14	ERR753376_chr5
76627568	14	ERR753376_chr5
76637044	10	ERR753376_chr5
76637140	10	ERR753376_chr5
76652825	8	ERR753376_chr5
76833228	3	ERR753376_chr5
77063199	1	ERR753376_chr5
77146826	31	ERR753376_chr5
77438259	11	ERR753376_chr5
77785784	3	ERR753376_chr5
78459212	5	ERR753376_chr5
78488915	3	ERR753376_chr5
79000932	2	ERR753376_chr5
80055721	6	ERR753376_chr5
80072193	6	ERR753376_chr5
80320264	3	ERR753376_chr5
80321235	2	ERR753376_chr5
80359963	1	ERR753376_chr5
80438478	10	ERR753376_chr5
80438590	10	ERR753376_chr5
80449650	10	ERR753376_chr5
81092735	5	ERR753376_chr5
81113910	3	ERR753376_chr5
82058570	6	ERR753376_chr5
83537326	11	ERR753376_chr5
83538480	11	ERR753376_chr5
83538811	12	ERR753376_chr5
83539726	12	ERR753376_chr5
83539905	11	ERR753376_chr5
83541812	11	ERR753376_chr5
83579981	8	ERR753376_chr5
83644454	5	ERR753376_chr5
86283008	2	ERR753376_chr5
86287833	2	ERR753376_chr5
88203032	12	ERR753376_chr5
90629159	7	ERR753376_chr5
90642770	5	ERR753376_chr5
90647754	4	ERR753376_chr5
90647882	4	ERR753376_chr5
90658367	5	ERR753376_chr5
90672809	7	ERR753376_chr5
90683563	6	ERR753376_chr5
90683772	6	ERR753376_chr5
90683881	6	ERR753376_chr5
90690065	9	ERR753376_chr5
90692595	8	ERR753376_chr5
90692687	8	ERR753376_chr5
90693962	9	ERR753376_chr5
90694507	8	ERR753376_chr5
90697228	8	ERR753376_chr5
90706171	8	ERR753376_chr5
90716797	8	ERR753376_chr5
90719975	8	ERR753376_chr5
90725051	6	ERR753376_chr5
90725106	6	ERR753376_chr5
90725682	6	ERR753376_chr5
90728918	6	ERR753376_chr5
90745344	6	ERR753376_chr5
90756472	7	ERR753376_chr5
90756555	7	ERR753376_chr5
90757239	7	ERR753376_chr5
90811291	7	ERR753376_chr5
90823507	6	ERR753376_chr5
90855772	7	ERR753376_chr5
91373583	7	ERR753376_chr5
94386345	4	ERR753376_chr5
94714782	8	ERR753376_chr5
96757518	38	ERR753376_chr5
96783148	8	ERR753376_chr5
96790494	8	ERR753376_chr5
97028359	2	ERR753376_chr5
97177161	7	ERR753376_chr5
97177167	7	ERR753376_chr5
98680629	2	ERR753376_chr5
98681019	2	ERR753376_chr5
98681130	2	ERR753376_chr5
102390944	5	ERR753376_chr5
102391066	5	ERR753376_chr5
102391147	5	ERR753376_chr5
102419726	5	ERR753376_chr5
102459786	6	ERR753376_chr5
102475642	7	ERR753376_chr5
103025380	18	ERR753376_chr5
103028154	19	ERR753376_chr5
105099675	3	ERR753376_chr5
109356037	2	ERR753376_chr5
109378269	4	ERR753376_chr5
109378281	4	ERR753376_chr5
109378597	5	ERR753376_chr5
109383450	4	ERR753376_chr5
109845981	1	ERR753376_chr5
110948772	1	ERR753376_chr5
110948785	1	ERR753376_chr5
110948792	1	ERR753376_chr5
110948920	1	ERR753376_chr5
111111042	2	ERR753376_chr5
111121006	1	ERR753376_chr5
111343959	8	ERR753376_chr5
111376793	9	ERR753376_chr5
112165127	14	ERR753376_chr5
112168782	7	ERR753376_chr5
112209973	7	ERR753376_chr5
112827157	8	ERR753376_chr5
112828864	8	ERR753376_chr5
112840073	7	ERR753376_chr5
112840628	7	ERR753376_chr5
112840862	7	ERR753376_chr5
112841059	7	ERR753376_chr5
112841474	7	ERR753376_chr5
113013373	4	ERR753376_chr5
113064094	6	ERR753376_chr5
113104244	8	ERR753376_chr5
113515391	5	ERR753376_chr5
113548500	3	ERR753376_chr5
113549031	3	ERR753376_chr5
113563876	3	ERR753376_chr5
113591285	4	ERR753376_chr5
113593316	3	ERR753376_chr5
116003389	5	ERR753376_chr5
116005914	5	ERR753376_chr5
116005941	5	ERR753376_chr5
116052233	4	ERR753376_chr5
116092637	5	ERR753376_chr5
116092742	5	ERR753376_chr5
116217983	6	ERR753376_chr5
116478800	10	ERR753376_chr5
116491660	12	ERR753376_chr5
116491711	12	ERR753376_chr5
116495396	11	ERR753376_chr5
116716490	1	ERR753376_chr5
116716625	1	ERR753376_chr5
119127984	7	ERR753376_chr5
119393258	7	ERR753376_chr5
119475838	39	ERR753376_chr5
119502139	35	ERR753376_chr5
119652611	2	ERR753376_chr5
122020266	3	ERR753376_chr5
122403741	18	ERR753376_chr5
122676575	3	ERR753376_chr5
122676659	3	ERR753376_chr5
126836307	3	ERR753376_chr5
128110131	5	ERR753376_chr5
128287291	3	ERR753376_chr5
129679759	3	ERR753376_chr5
130184181	2	ERR753376_chr5
130185433	2	ERR753376_chr5
131430969	9	ERR753376_chr5
131472505	11	ERR753376_chr5
131647075	3	ERR753376_chr5
131672501	4	ERR753376_chr5
131731032	4	ERR753376_chr5
132340627	4	ERR753376_chr5
132637224	8	ERR753376_chr5
132734550	5	ERR753376_chr5
135940625	10	ERR753376_chr5
135941012	10	ERR753376_chr5
135941158	10	ERR753376_chr5
136060980	10	ERR753376_chr5
136172692	6	ERR753376_chr5
136174344	8	ERR753376_chr5
137921599	4	ERR753376_chr5
137923490	4	ERR753376_chr5
138140727	5	ERR753376_chr5
138150737	2	ERR753376_chr5
138508585	7	ERR753376_chr5
138556481	24	ERR753376_chr5
139478334	23	ERR753376_chr5
139835801	2	ERR753376_chr5
140361785	8	ERR753376_chr5
140365569	7	ERR753376_chr5
140561643	31	ERR753376_chr5
140561733	31	ERR753376_chr5
140657687	9	ERR753376_chr5
140668682	18	ERR753376_chr5
140876207	25	ERR753376_chr5
141101254	14	ERR753376_chr5
141235300	7	ERR753376_chr5
141331138	7	ERR753376_chr5
141371561	13	ERR753376_chr5
141384651	14	ERR753376_chr5
141419072	24	ERR753376_chr5
141478231	31	ERR753376_chr5
141680082	6	ERR753376_chr5
145229507	3	ERR753376_chr5
145997194	3	ERR753376_chr5
145997573	3	ERR753376_chr5
145997860	3	ERR753376_chr5
145997916	3	ERR753376_chr5
146060084	5	ERR753376_chr5
146143349	30	ERR753376_chr5
147591690	10	ERR753376_chr5
147632728	11	ERR753376_chr5
147639551	11	ERR753376_chr5
148095823	11	ERR753376_chr5
148100549	10	ERR753376_chr5
148101392	9	ERR753376_chr5
148101455	9	ERR753376_chr5
148101867	10	ERR753376_chr5
148107114	7	ERR753376_chr5
148107211	7	ERR753376_chr5
148108804	7	ERR753376_chr5
148118369	6	ERR753376_chr5
148118456	6	ERR753376_chr5
148125553	6	ERR753376_chr5
148125664	7	ERR753376_chr5
148131213	3	ERR753376_chr5
148131303	3	ERR753376_chr5
148213934	4	ERR753376_chr5
148314042	17	ERR753376_chr5
148402169	13	ERR753376_chr5
148409235	9	ERR753376_chr5
148425557	7	ERR753376_chr5
148439803	7	ERR753376_chr5
148476669	7	ERR753376_chr5
148476770	7	ERR753376_chr5
149028145	13	ERR753376_chr5
149604438	4	ERR753376_chr5
149618123	4	ERR753376_chr5
149981314	4	ERR753376_chr5
149995369	6	ERR753376_chr5
151103534	7	ERR753376_chr5
151131196	12	ERR753376_chr5
151185414	6	ERR753376_chr5
151185447	6	ERR753376_chr5
151284094	3	ERR753376_chr5
151545583	1	ERR753376_chr5
151563358	1	ERR753376_chr5
151673098	10	ERR753376_chr5
152392256	4	ERR753376_chr5
154455818	9	ERR753376_chr5
154493732	1	ERR753376_chr5
154889342	2	ERR753376_chr5
154899328	1	ERR753376_chr5
154921380	1	ERR753376_chr5
154927412	2	ERR753376_chr5
154928722	2	ERR753376_chr5
154928747	2	ERR753376_chr5
154932016	2	ERR753376_chr5
155015598	1	ERR753376_chr5
156508698	4	ERR753376_chr5
157037201	6	ERR753376_chr5
157052413	5	ERR753376_chr5
157052498	5	ERR753376_chr5
157052558	5	ERR753376_chr5
157472861	8	ERR753376_chr5
158777417	10	ERR753376_chr5
160408651	5	ERR753376_chr5
160424204	9	ERR753376_chr5
161230134	1	ERR753376_chr5
161692065	9	ERR753376_chr5
161701755	3	ERR753376_chr5
163483193	6	ERR753376_chr5
163513733	33	ERR753376_chr5
167755050	8	ERR753376_chr5
168218883	8	ERR753376_chr5
168492820	10	ERR753376_chr5
168785946	6	ERR753376_chr5
169594606	14	ERR753376_chr5
169601477	3	ERR753376_chr5
169604146	2	ERR753376_chr5
169604214	2	ERR753376_chr5
170258159	4	ERR753376_chr5
172968405	6	ERR753376_chr5
172968661	6	ERR753376_chr5
172969391	6	ERR753376_chr5
172975908	1	ERR753376_chr5
172976124	1	ERR753376_chr5
173889726	10	ERR753376_chr5
175881057	9	ERR753376_chr5
176290213	9	ERR753376_chr5
176345205	13	ERR753376_chr5
176598937	4	ERR753376_chr5
176951573	6	ERR753376_chr5
177273884	16	ERR753376_chr5
177294197	12	ERR753376_chr5
177631654	3	ERR753376_chr5
177753235	30	ERR753376_chr5
177971816	3	ERR753376_chr5
177971967	3	ERR753376_chr5
178186122	2	ERR753376_chr5
178883445	5	ERR753376_chr5
179080068	2	ERR753376_chr5
179080089	2	ERR753376_chr5
179562472	8	ERR753376_chr5
179569434	9	ERR753376_chr5
179589663	8	ERR753376_chr5
179616074	44	ERR753376_chr5
179618141	50	ERR753376_chr5
180739461	1	ERR753376_chr5
180849402	7	ERR753376_chr5
180911300	12	ERR753376_chr5
180911368	12	ERR753376_chr5
180947484	12	ERR753376_chr5
180947534	12	ERR753376_chr5
644437	2	ERR753377_chr5
711356	2	ERR753377_chr5
795949	3	ERR753377_chr5
1057500	4	ERR753377_chr5
1615084	16	ERR753377_chr5
5146222	4	ERR753377_chr5
5146282	4	ERR753377_chr5
5460456	1	ERR753377_chr5
5460506	1	ERR753377_chr5
5462035	1	ERR753377_chr5
6602431	10	ERR753377_chr5
6748546	6	ERR753377_chr5
7743674	2	ERR753377_chr5
7826567	4	ERR753377_chr5
7835442	2	ERR753377_chr5
7862813	11	ERR753377_chr5
9066352	2	ERR753377_chr5
10239149	7	ERR753377_chr5
10239166	7	ERR753377_chr5
10254705	22	ERR753377_chr5
10261430	14	ERR753377_chr5
10264850	12	ERR753377_chr5
13735783	2	ERR753377_chr5
13829499	3	ERR753377_chr5
13829690	3	ERR753377_chr5
13844936	2	ERR753377_chr5
13944403	2	ERR753377_chr5
14290696	10	ERR753377_chr5
14377959	6	ERR753377_chr5
16477642	19	ERR753377_chr5
16673866	5	ERR753377_chr5
16694240	5	ERR753377_chr5
16764225	3	ERR753377_chr5
16765984	3	ERR753377_chr5
16783329	4	ERR753377_chr5
16902403	7	ERR753377_chr5
16902592	7	ERR753377_chr5
19721381	8	ERR753377_chr5
21482674	11	ERR753377_chr5
23304615	1	ERR753377_chr5
26988221	4	ERR753377_chr5
26988317	4	ERR753377_chr5
31317387	3	ERR753377_chr5
31317422	3	ERR753377_chr5
31471980	9	ERR753377_chr5
31472010	9	ERR753377_chr5
31486433	6	ERR753377_chr5
31515266	5	ERR753377_chr5
31515550	5	ERR753377_chr5
31541035	8	ERR753377_chr5
31822761	4	ERR753377_chr5
31822925	4	ERR753377_chr5
31822970	4	ERR753377_chr5
32074286	4	ERR753377_chr5
32135493	4	ERR753377_chr5
32379104	4	ERR753377_chr5
32403241	2	ERR753377_chr5
32417589	3	ERR753377_chr5
32523237	2	ERR753377_chr5
32523642	3	ERR753377_chr5
33461250	8	ERR753377_chr5
33615799	4	ERR753377_chr5
33648801	3	ERR753377_chr5
33951588	4	ERR753377_chr5
33972426	6	ERR753377_chr5
33989413	10	ERR753377_chr5
33998778	7	ERR753377_chr5
34004602	6	ERR753377_chr5
34945839	14	ERR753377_chr5
35010033	5	ERR753377_chr5
35033500	4	ERR753377_chr5
35039332	5	ERR753377_chr5
35039381	5	ERR753377_chr5
35708993	9	ERR753377_chr5
35709082	9	ERR753377_chr5
35712905	6	ERR753377_chr5
35739858	4	ERR753377_chr5
35753613	4	ERR753377_chr5
35789062	9	ERR753377_chr5
36301267	4	ERR753377_chr5
36301318	4	ERR753377_chr5
37364341	4	ERR753377_chr5
37505885	5	ERR753377_chr5
37506230	6	ERR753377_chr5
37506445	7	ERR753377_chr5
37724888	10	ERR753377_chr5
38931817	3	ERR753377_chr5
38950674	4	ERR753377_chr5
38962441	6	ERR753377_chr5
39108220	8	ERR753377_chr5
39119621	6	ERR753377_chr5
40949895	7	ERR753377_chr5
40955459	7	ERR753377_chr5
40964750	9	ERR753377_chr5
40998094	7	ERR753377_chr5
40998133	7	ERR753377_chr5
40999798	7	ERR753377_chr5
41000241	7	ERR753377_chr5
41004294	7	ERR753377_chr5
41004304	7	ERR753377_chr5
41008678	6	ERR753377_chr5
41032896	4	ERR753377_chr5
41033010	4	ERR753377_chr5
41038898	4	ERR753377_chr5
41045666	5	ERR753377_chr5
41045733	5	ERR753377_chr5
41048431	5	ERR753377_chr5
41049287	5	ERR753377_chr5
41049295	5	ERR753377_chr5
41199857	7	ERR753377_chr5
41475664	2	ERR753377_chr5
42892701	5	ERR753377_chr5
43297042	7	ERR753377_chr5
43495497	7	ERR753377_chr5
43495582	7	ERR753377_chr5
43505891	5	ERR753377_chr5
43529933	7	ERR753377_chr5
43535652	8	ERR753377_chr5
43536753	8	ERR753377_chr5
43587346	10	ERR753377_chr5
50402346	5	ERR753377_chr5
50633317	1	ERR753377_chr5
50633516	1	ERR753377_chr5
50633652	1	ERR753377_chr5
52801055	9	ERR753377_chr5
52865667	6	ERR753377_chr5
52927520	7	ERR753377_chr5
53048780	6	ERR753377_chr5
53646367	6	ERR753377_chr5
53683267	5	ERR753377_chr5
55108129	3	ERR753377_chr5
55108187	3	ERR753377_chr5
55114292	4	ERR753377_chr5
55425814	5	ERR753377_chr5
55441963	5	ERR753377_chr5
55530580	6	ERR753377_chr5
55664781	15	ERR753377_chr5
55664845	17	ERR753377_chr5
55669146	18	ERR753377_chr5
55669685	17	ERR753377_chr5
55839415	1	ERR753377_chr5
55839455	1	ERR753377_chr5
55839855	1	ERR753377_chr5
55853579	10	ERR753377_chr5
55883224	13	ERR753377_chr5
55950173	25	ERR753377_chr5
56126854	4	ERR753377_chr5
56504897	2	ERR753377_chr5
56856589	2	ERR753377_chr5
56865960	2	ERR753377_chr5
56881616	2	ERR753377_chr5
56881916	2	ERR753377_chr5
56882390	2	ERR753377_chr5
56911296	12	ERR753377_chr5
56923871	7	ERR753377_chr5
57230956	6	ERR753377_chr5
57319524	1	ERR753377_chr5
58990798	13	ERR753377_chr5
58993507	13	ERR753377_chr5
59002054	14	ERR753377_chr5
59193558	15	ERR753377_chr5
60603586	4	ERR753377_chr5
60904838	28	ERR753377_chr5
61687014	45	ERR753377_chr5
62347989	17	ERR753377_chr5
62361401	16	ERR753377_chr5
62361550	16	ERR753377_chr5
62381075	16	ERR753377_chr5
62381084	16	ERR753377_chr5
62398552	18	ERR753377_chr5
64594560	3	ERR753377_chr5
65590237	9	ERR753377_chr5
